ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1905515	non-motile cilium assembly	31/3787	70/23328	2.92110996429916e-08	1.86439090608001e-06	1.30094794286313e-06	Gorab/Map4/Mapre1/Bbs7/Bbs10/Ttc8/Tmem80/Disc1/Pcm1/Cep290/Htt/Tmem107/Bbs4/Poc1a/Ttbk2/Dnm2/Dctn1/Ift122/Ift140/Pcdh15/Cep350/Tbc1d32/Tmem67/Dynll1/Tmem17/Ift74/C2cd3/Mak/Bbs2/Cc2d2a/Arl13b	31
GO:0001933	negative regulation of protein phosphorylation	113/3787	425/23328	3.11359025766882e-08	1.96696298828854e-06	1.37252141970707e-06	Nr2f2/Snca/E130311K13Rik/Jun/Trib1/Dnajc3/Dok1/Ctdsp2/Timp3/Pmepa1/Kat2b/Heg1/Srcin1/Atg14/Chmp6/Dgkq/Cdk5rap3/Rassf2/Socs5/Cblb/Eif3a/Ppp1r15b/Pafah1b1/Paqr3/Epm2a/Cyld/Cdkn1b/Spry1/Ggnbp2/Hspa4/F2rl1/Dusp8/Nup62/Sema6a/Dusp16/Hsph1/Gpd1l/Dtnbp1/Spag9/Lrp5/Coro1c/Cep85/Sh3bp5l/Ctdsp1/Arrb1/Cactin/Phb/Cdkn1a/P2rx7/Hexim1/Igbp1/Tsg101/Ubash3b/Hspb1/Strap/Gstp1/Snx25/Dab2ip/Ppargc1a/Prkca/Per1/Smpd1/Gps2/Socs3/Prkrip1/Gsk3b/Cadm4/Ptprb/Pin1/Ppm1e/Vrk3/Dusp7/Abl1/Dusp5/Trim27/Pten/Klhl31/Fam72a/Camk2n1/Deptor/Nf1/Dusp22/Lrp6/Mtor/Lemd2/Wnk2/Hexim2/Sh3bp5/Sirt2/Inpp5k/Terf2ip/Dlg1/Gba/Ppp2r5d/Hipk3/Fem1a/Rack1/Lats2/Dmd/Men1/Adarb1/Prkcz/Ptpn1/Nf2/Epha1/Sirt1/Stk39/Flcn/Zbed3/Hmgcr/Fabp4/Sirpa/Plk1	113
GO:1904951	positive regulation of establishment of protein localization	100/3787	364/23328	3.34031173899802e-08	2.0551013777586e-06	1.43402325180377e-06	App/Cd34/Oxct1/Nadk/Doc2b/Smo/Nnat/Gsk3a/Ptp4a3/B3gat3/Golph3/Gas6/Ppm1a/Cd2ap/Jak2/Dmap1/Pfkm/Stxbp5l/Ppia/Lrp2/Apbb1/Tpr/Cdk1/Xpo4/Bcas3/Ttn/Cdk5/Zfp384/Trem2/F2rl1/Mdm2/Pdcd5/Abcg1/Akt2/Nutf2/C1qtnf12/Dnm1l/Acsl3/Pcm1/Sar1b/Zdhhc2/Bad/Oaz2/Ywhae/Arrb1/Panx1/Mpc2/Wrap53/Pdcd10/Sec16a/Myh10/P2rx7/Commd1/Tsg101/Ptbp1/Sar1a/Mcu/Tomm70a/Tgfb3/Exoc1/Gsk3b/C2cd5/Sec16b/Tomm7/Rufy3/Cct4/Coro2b/Ptpn23/Ppid/Camk2n1/Adrb1/Cep290/Glmn/Mtcl1/Hsp90aa1/Jup/Ect2/Sec24a/Trpm2/Rack1/Ctdspl2/Ipo5/Adcy8/Prkcz/Abat/Oaz1/Irf3/Adam9/Pik3r1/Hif1a/Sh3glb1/Cadm1/Sybu/Sirt1/Dynll1/Stom/Gapdh/Cep120/Scamp5/Aacs	100
GO:0070997	neuron death	111/3787	416/23328	3.35269325074493e-08	2.0551013777586e-06	1.43402325180377e-06	Gpnmb/Snca/App/Cd34/Trp53/Clu/Jun/Ppt1/Sncb/Btg2/Hrk/Retreg1/Smo/Ikbkb/Gsk3a/Ctsz/Parp1/C1qa/Jak2/Mapk8/Ascl1/Amigo2/Grm7/Sigmar1/Xrcc4/Map2k4/Polb/Eif2s1/Cdk5/Wfs1/Slc25a27/Ppp1r13b/Gclc/Prkci/Dcc/Stat3/Lgmn/Akt2/Ambra1/Hsph1/Psmc1/Gbe1/Usp53/Dtnbp1/Creb1/Trp53bp2/Nono/Bad/Slc1a1/Arrb1/Chmp4b/Ddit3/Gclm/Egln1/Sod1/Fgfr3/Dnajc5/Ralbp1/Ppargc1a/Apaf1/Tgfb3/Rest/Kif14/Hdac4/Mapt/Ccr5/Gdnf/Pik3ca/Gsk3b/Foxo3/Chga/Pin1/Ubb/Abl1/Braf/Adora1/Bace1/Slc9a1/Tmem259/Nf1/Srpk2/Parp2/Mtor/Rhoa/Htt/Slc23a2/Itsn1/Bcl2l1/Gba/Aifm1/Trpm2/Pigt/Stxbp1/Rack1/Adnp/Siah1a/Adarb1/Kras/Vegfa/Trim2/Pou4f3/Hif1a/Sirt1/Ssh1/G6pdx/Gapdh/Tbc1d24/Pink1/Pawr/Casp7/Adam8	111
GO:0032535	regulation of cellular component size	110/3787	413/23328	4.27921397461458e-08	2.5473667035422e-06	1.77751965099375e-06	Olfm1/Map3k1/Eps8/Gnb3/Plekhg2/Grb2/Fxn/Sema3f/Map2/Inf2/Clasp2/Add2/Clcn3/Arfip1/Sema3g/Specc1l/Lars/Cfl2/Fmn1/Fn1/Srf/Arhgap35/Wnt3/Pafah1b1/Cdk5/Disc1/F2rl1/Chmp3/Spg20/Hax1/Sema6a/Cdh4/Bin1/Ulk2/Cfl1/Sema7a/Creb1/Lpar3/Evl/Rab11a/Ifrd1/Add3/Dpysl2/Cln8/Mphosph8/P2rx7/Esam/Islr2/Rictor/Fchsd1/Sptb/Akt3/Mapt/Ccr5/Gsk3b/Cdc42ep2/Pou4f2/Eif4g2/Zfyve27/Dscam/Slc12a5/Rnf6/Tmsb10/Nckap1/Abl1/Rufy3/Trim27/Pten/Plekhh2/Cntn2/Deptor/Ryk/Mtor/Arfgef1/Rtn4/Rhoa/Ppp1r9a/Bbs4/Hsp90aa1/Slc12a8/Add1/Edn1/Dlg1/Fchsd2/Ap2m1/Slc12a2/Wdtc1/Dnm2/Wasf2/Megf8/Kank1/Rnd2/Fer/Slc12a6/Slc12a9/Map1b/Adnp/Actr3b/Slit1/Wasf3/Vegfa/Sin3a/Cdc42ep3/Lmod1/Map3k13/Ssh1/Sptbn1/Spire2/Carmil1/Arhgap4	110
GO:0051348	negative regulation of transferase activity	77/3787	260/23328	4.32948544594678e-08	2.55274708531967e-06	1.78127401204668e-06	Nr2f2/Ajuba/Trp53/Trib1/Dnajc3/Gsk3a/Kat2b/Heg1/Srcin1/Chmp6/Cdk5rap3/Pik3ip1/Socs5/Cblb/Paqr3/Pot1a/Cdkn1b/Spry1/Ggnbp2/Mad2l2/Dusp8/Nup62/Dusp16/Dtnbp1/Lrp5/Coro1c/Cep85/Sh3bp5l/Dtx3l/Cln8/Cdkn1a/Hexim1/Tsg101/Ubash3b/Hspb1/Gstp1/Dab2ip/Setd7/Prkca/Smpd1/Mapt/Prkrip1/Gsk3b/Ptprb/Ppm1e/Dusp7/Abl1/Dusp5/Trim27/Pten/Fam72a/Camk2n1/Deptor/Nf1/Dusp22/Lrp6/Hnrnpu/Hexim2/Sh3bp5/Inpp5k/Mcrs1/Gba/Hipk3/Fem1a/Lats2/Men1/Adarb1/Ptpn1/Nf2/Epha1/Terf1/Rps7/Sirt1/Mad2l1/Hmgcr/Fabp4/Plk1	77
GO:0006606	protein import into nucleus	55/3787	165/23328	4.89657391145338e-08	2.83314851269232e-06	1.97693451378305e-06	Fam53b/Nfkbia/Trp53/Kpna3/Smo/Phip/Tnpo3/Heatr3/Kpna6/Jak2/Dmap1/Hikeshi/Tpr/Cdk1/Mbtps1/Epm2a/Stat3/Txnip/Nup62/Nutf2/Six3/Cfl1/Kpnb1/Nup50/E2f3/Nup107/Cdkn1a/Med1/Abra/Nup85/Arntl/Apod/Nup188/Prickle1/Fgf9/Nf1/Nxt1/Hsp90aa1/Jup/Ect2/Ranbp2/Ipo5/Pom121/Ppp3r1/Nup155/Nup88/Pik3r1/Nup35/Tnpo2/Ddx5/Fam53c/Kpna1/Agap3/Tnpo1/Akap1	55
GO:0007033	vacuole organization	57/3787	174/23328	5.60753373657396e-08	3.15602194210267e-06	2.20223143109086e-06	Irgm1/Ppt1/Anxa2/Hexb/Pik3c2b/Fam160a2/Atg14/Cln5/Scfd1/Mbtps1/Phf23/Epm2a/Rab33b/Atg2a/Wipi1/Fig4/Ambra1/Rab7/Chmp5/Lyst/Eno3/Cln8/Chmp4b/P2rx7/Atg16l1/Syt7/Tpp1/Sec22b/Gabarapl2/Map1lc3b/Atg4b/Trappc8/Wdr45b/Aktip/Mtor/Tbc1d14/Gba/Zkscan3/Ext1/Rab43/Atg2b/Mfsd8/Pikfyve/Hook3/Hps4/Atp6v0c/Rnf5/Trp53inp2/Gabarapl1/Sh3glb1/Lamtor1/Ccdc115/Hook1/Pink1/Vps18/Eno4/Eno1	57
GO:1990778	protein localization to cell periphery	99/3787	363/23328	5.77011358926834e-08	3.21826785866309e-06	2.24566582933687e-06	Tspan14/Pkdcc/Cdh2/Magi2/Anxa2/Flot1/Slmap/Ikbkb/Shisa6/Gpr179/Wdr19/Itga3/Clasp2/Tspan17/Sec23a/Golph3/Gas6/Rock2/Numb/Gopc/Gpc6/Vamp4/Rabep1/Stx8/Ttc8/Rab40c/Cdk5/Epm2a/Fcho2/Lypla1/Trem2/Blzf1/Prkci/Ptch1/Csnk2a1/Akt2/Lgi1/Acsl3/Epb41/Lin7b/Pip5k1a/Rab12/Rab11a/Zdhhc2/Epb41l3/Map7/Tmem150a/Camk2d/Sec16a/Commd1/Ankrd39/Snap25/Ehd4/Kif13a/Lin7c/Fyb/Tmem59/Stac2/Scn3b/Rapgef6/Rab8a/Rab3c/Gsk3b/Gripap1/C2cd5/Zfyve27/Nfasc/Arfrp1/Lrp6/Pacsin1/Clstn1/Efr3a/Jup/Rab3a/Rapgef2/Inpp5k/Bcl2l1/Dlg1/Ap2m1/Ttc7b/Mex3b/Stxbp1/Rack1/Arl6/Prkcz/Rer1/Pik3r1/Atp2b4/Tspan5/Dlg4/Epb41l2/Stx3/Sptbn1/Nsf/Bbs2/Zdhhc5/Arl13b/Plk1/Tub	99
GO:0032886	regulation of microtubule-based process	76/3787	258/23328	6.75080487526431e-08	3.69860468873994e-06	2.58083867797715e-06	Togaram2/Snca/Tacc2/Dst/Cdh5/Dync1li1/Map2/Mapre1/Clasp2/Kat2b/Specc1l/Rock2/Camsap2/Mapk8/Tpr/Gda/Azin1/Mid1/Nefh/Ccp110/Pafah1b1/Map6/Cyld/Cdkn1b/Chmp4c/Nin/Chmp3/Mark2/Nup62/Hsph1/Chmp5/Stmn4/Eml2/Dixdc1/Cep85/Slain2/Chmp4b/Plk2/Nek2/Igbp1/Stmn1/Dync1h1/Map1s/Drc1/Mapt/Gsk3b/Katnb1/Eml4/Abl1/Tbcd/Borcs5/Dyrk1a/Rhoa/Hnrnpu/Bbs4/Poc1a/Ttbk2/Alms1/Dctn1/Clasp1/Map1b/Mapre2/Diaph1/Caly/Tmem67/Rhot1/Kif11/Pkd1/Cfap20/Ska2/Cep120/Macf1/Bbs2/Ttc21b/Memo1/Plk1	76
GO:0007163	establishment or maintenance of cell polarity	68/3787	223/23328	7.59751912490028e-08	4.12598604405769e-06	2.87905987890958e-06	Cap2/Jam3/Spint2/Myo9a/Ctnna1/Sipa1l3/Cdh5/Map2/Map4/Rap1b/Clasp2/Golph3/Amotl2/Amotl1/Cap1/Exoc4/BC034090/Arhgap35/Bcas3/Alpk2/Ttc8/Pafah1b1/Rhof/Spry1/Prkci/Brsk2/Mark2/Zw10/Cfl1/Lin7b/Rnf41/Sdccag8/Pard6b/Myh9/Lin7c/Rictor/Stk25/Gsk3b/Rhobtb1/Nckap1/Rufy3/Arfgef1/Cep290/Rhoa/Htt/Mtcl1/Hsp90aa1/Dlg1/Kank1/Rnd2/Coro7/Dctn1/Clasp1/Map1b/Prkcz/Snap91/Gbf1/Crb2/Pkd1/Parvb/Mad2l1/Macf1/Lims1/Cenpa/Fscn1/Plk1/Llgl2/Parvg	68
GO:0035967	cellular response to topologically incorrect protein	41/3787	110/23328	7.74463810066301e-08	4.14378661814397e-06	2.89148089006331e-06	Parp16/Creb3l1/Dnajc3/Ccnd1/Calr/Pdia6/Creb3l2/Hspa9/Eif2ak3/Clgn/Herpud2/Cdk5rap3/Derl2/Wfs1/Bag6/Hspa13/Cops5/Ddit3/Ufd1/Uggt1/Ufl1/Vcp/Vapb/Rnf121/Atf6/Tbl2/Atf6b/Calr3/Bfar/Hspa2/Rnf126/Serp2/Ern1/Cul3/Ptpn1/Rnf5/Dnajc18/Pik3r1/Pacrg/Tmbim6/Bhlha15	41
GO:0016032	viral process	87/3787	309/23328	7.76416164924407e-08	4.14378661814397e-06	2.89148089006331e-06	Atg16l2/Trp53/Jun/Trim8/Gas6/Kpna6/Ppib/Rock2/Chmp6/Ppia/Crp/Eif3l/Vta1/Mvb12b/Eif3a/Mon1b/Hs3st5/Sp1/Mcts1/Chmp4c/Ilf3/Them4/Chmp3/Trim11/Stat1/Rab7/Chmp5/Cfl1/Pcx/Pcbp1/Bad/Ube2i/Eea1/Cul1/Etf1/Parp10/Phb/Chmp4b/Mphosph8/Nucks1/Larp1/Tsg101/Atg16l1/Ptbp1/Eif3d/Cd4/Morc2a/Vcp/Nectin2/Vapb/Rest/AU040320/Ccr5/Ubp1/Vps37b/Trim27/Tarbp2/Rxra/Dhx9/Usf1/Ppid/Srpk2/Ddx3x/Rraga/Rrp1b/Ccnk/Inpp5k/Bcl2l1/Mvb12a/Cnot7/Uvrag/Rab43/Pikfyve/Eif3f/Adarb1/Ppie/Ddb1/Top2b/Ctsb/Ddx6/Cul4a/Trim26/Npc1/Ddx5/Stom/Pcbp2/Vps18	87
GO:0045926	negative regulation of growth	77/3787	264/23328	8.76022758133476e-08	4.55752680302887e-06	3.180183458098e-06	Dcstamp/Sertad1/Trp53/Ppt1/Dnajb2/Fxn/Sema3f/Gsk3a/Map2/Meis1/Notch2/Pi16/P3h1/Sema3g/Dcun1d3/Apbb1/Wnt3/Cdk5/Rai1/Jarid2/Cdkn1b/Cda/Ptch1/Cyp27b1/Sav1/Lgmn/Spg20/Cdkn2aip/Sema6a/Hdac2/Ulk2/Cfl1/Spag9/Sema7a/Pnpt1/Prdm4/Nkd1/Ifrd1/Ccar2/Atxn2/Phb/Cdkn1a/Ing4/Cited2/Fgfr3/Dab2ip/Tomm70a/Yy1/Ccr5/Zmat3/Gsk3b/Cxadr/Rnf6/Smarca2/Pten/Ryk/Adrb1/Rtn4/Dact3/Ddx3x/Alms1/Rack1/Ndufs3/Men1/Nf2/Cirbp/Slit1/Wwc2/Hif1a/Tchp/Foxk1/Sirt1/Flcn/G6pdx/Bbs2/Arhgap4/Acvrl1	77
GO:0032386	regulation of intracellular transport	91/3787	329/23328	9.69835764713829e-08	4.900044449079e-06	3.41918785656942e-06	Nrde2/Ptpn14/Anxa2/Smo/Gsk3a/Map2/B3gat3/Stx18/Svip/Arfip1/Gas6/Ppm1a/Jak2/Dmap1/Mapk8/Tpr/Scfd1/Cdk1/Nefh/Xpo4/Insig1/Derl2/Bcas3/Cdk5/Epm2a/Os9/Chmp3/Mdm2/Pdcd5/Nup62/Akt2/Nutf2/Ppp1r12a/Pcm1/Sar1b/Gcc2/Zdhhc2/Oaz2/Ywhae/Pdcd10/Sec16a/Rbm26/Commd1/Ppp1cc/Rab11b/Thoc2/Bnip3l/Sar1a/Dync1h1/Rnf139/Ubac2/Apod/Mapt/Cpsf6/Gsk3b/Gripap1/C2cd5/Sec16b/Preb/Tomm7/Rufy3/Borcs5/Dhx9/Ptpn23/Nf1/Cep290/Mtcl1/Hsp90aa1/Jup/Ect2/Inpp5k/Use1/Chchd4/Ube2j1/Ctdspl2/Uhmk1/Ipo5/Map1b/Ptpn1/Oaz1/Caly/Sirt4/Pik3r1/Rhot1/Sh3glb1/Erlec1/Stom/Ttc21b/Pink1/Akap1/Rangap1	91
GO:0051222	positive regulation of protein transport	95/3787	348/23328	1.00932122405251e-07	4.99896615848727e-06	3.48821415032548e-06	App/Cd34/Oxct1/Nadk/Doc2b/Smo/Nnat/Gsk3a/B3gat3/Golph3/Gas6/Ppm1a/Cd2ap/Jak2/Dmap1/Pfkm/Stxbp5l/Ppia/Lrp2/Apbb1/Tpr/Cdk1/Xpo4/Bcas3/Ttn/Cdk5/Zfp384/Trem2/F2rl1/Mdm2/Pdcd5/Abcg1/Akt2/Nutf2/C1qtnf12/Dnm1l/Acsl3/Pcm1/Sar1b/Zdhhc2/Bad/Oaz2/Ywhae/Arrb1/Panx1/Mpc2/Pdcd10/Sec16a/Myh10/P2rx7/Commd1/Tsg101/Ptbp1/Sar1a/Mcu/Tomm70a/Tgfb3/Exoc1/Gsk3b/C2cd5/Sec16b/Tomm7/Rufy3/Ptpn23/Ppid/Camk2n1/Adrb1/Cep290/Glmn/Mtcl1/Hsp90aa1/Jup/Ect2/Sec24a/Trpm2/Rack1/Ctdspl2/Ipo5/Adcy8/Prkcz/Abat/Oaz1/Irf3/Adam9/Pik3r1/Hif1a/Sh3glb1/Cadm1/Sybu/Sirt1/Dynll1/Stom/Gapdh/Scamp5/Aacs	95
GO:0021915	neural tube development	61/3787	194/23328	1.04277025026299e-07	5.12364334871281e-06	3.57521228661595e-06	Fzd2/Spint2/Fzd3/Tulp3/Smo/Gorab/Wdr19/Celsr1/Cobl/Zeb2/Specc1l/Rock2/Lrp2/Lias/Kdm6a/Lmo4/Arhgap35/Cecr2/Ptch1/Gbx2/Rara/Brpf1/Arid1a/Ambra1/Coq7/Cfl1/Nup50/Ssbp3/Tead2/Bcl10/Mib1/Cited2/Apaf1/Grhl2/Gatad2a/Nckap1/Abl1/Enah/Prickle1/Nf1/Lrp6/Plxna2/Tmem107/Glmn/Bbs4/Mthfd1l/Kdm2a/Ttbk2/Dlc1/Ift122/Trim71/Itpk1/Cdk20/Ift140/Tbc1d32/Hif1a/Rps7/C2cd3/Sufu/Cc2d2a/Arl13b	61
GO:0009895	negative regulation of catabolic process	87/3787	311/23328	1.06412873077335e-07	5.18741808836049e-06	3.6197134779062e-06	Snca/Trp53/Nrde2/Ubxn1/Anxa2/Bmf/Timp3/Etfbkmt/Svip/Scfd1/Azin1/Cdk5rap3/Hnrnpc/Derl2/Smarcc1/Phf23/Wdr6/Trem2/Fhit/Os9/Csnk2a1/Stat3/Mad2l2/Kdm4a/Bag6/Fmc1/Psmf1/Lrig2/Rnf41/Caml/Ccar2/Phb/Chmp4b/Usp14/Larp1/Ptbp1/Cnr1/Sf3b3/Secisbp2/Nbas/Sec22b/Dab2ip/Ubac2/Ppargc1a/Ric1/Gabarapl2/Hdac4/Usp36/Gdnf/Axin2/Pin1/Eif4g2/Furin/Smg1/Adora1/Dhx9/Tob1/Mtor/Hnrnpu/Rraga/Sirt2/Tbc1d14/Zkscan3/Cyp51/Ube2j1/Dedd/Banp/Cirbp/Rnf5/Anks1/Vegfa/Cst3/Dffa/Atp2b4/Lrpprc/Rps7/Crtc3/Foxk1/Npc1/Mad2l1/Erlec1/Sufu/Hmgcr/Ybx1/Pink1/Adra2a/Mapkapk2	87
GO:1903829	positive regulation of cellular protein localization	88/3787	317/23328	1.31253637933808e-07	6.2991571507613e-06	4.39547066569033e-06	Smo/Gsk3a/Itga3/Parp1/Clasp2/B3gat3/Trim8/Gas6/Ppm1a/Cd2ap/Jak2/Rock2/Cenpq/Dmap1/Eif2ak3/Tpr/Cdk1/Xpo4/Cdk5rap3/Bcas3/Cdk5/Cyld/Trem2/Prkci/Mdm2/Trappc12/Pdcd5/Iqgap1/Nup62/Akt2/Nutf2/Gpd1l/Cfl1/Acsl3/Pcm1/Epb41/Sar1b/Lrig2/Rab11a/Zdhhc2/Oaz2/Dtx3l/Ywhae/Kat7/Wrap53/Cacnb4/Pdcd10/Sec16a/Commd1/Tsg101/Stac2/Sar1a/Mapt/Gsk3b/C2cd5/Sec16b/Tomm7/Rufy3/Cct4/Cep290/Rtn4/Mtcl1/Hsp90aa1/Jup/Ect2/Dlg1/Mcrs1/Tfrc/Rack1/Ctdspl2/Lrp4/Ipo5/Rer1/Oaz1/Vegfa/Abhd17a/Nipbl/Pik3r1/Atp2b4/Sh3glb1/Ssh1/Dlg4/Epb41l2/Stx3/Stom/Egf/Sptbn1/Zdhhc5	88
GO:0097193	intrinsic apoptotic signaling pathway	83/3787	295/23328	1.58008067525325e-07	7.1403499711627e-06	4.98244417306136e-06	Ankrd2/Trp53/Creb3l1/Clu/Skil/Parp1/Zfp385b/Steap3/Jak2/Eif2ak3/Selenok/Polb/Wfs1/Ppp1r13b/Cyld/Rnf7/Fhit/Rps27l/Mdm2/Bag6/Brsk2/Mlh1/Zfp622/Bclaf1/Hdac2/Usp47/Wwox/Hsph1/Dnm1l/Xpa/Dyrk2/Trp53bp2/Nono/Trap1/Bad/Ccar2/Msh6/Pdcd10/Cdkn1a/Ddit3/Serinc3/Hspb1/Sgpp1/Tmem161a/Sod1/Dab2ip/Stk25/Ralbp1/Prkca/Apaf1/Mapt/Gsk3b/Pou4f2/Vdac2/Moap1/Ubb/Chek2/Sfpq/G2e3/Spop/Ddx3x/Tpt1/Rpl26/Bcl2l1/Aifm1/Ern1/Rack1/Ndufs3/Siah1a/Ptpn1/Zfp385a/Grina/Pik3r1/Hif1a/Sh3glb1/Rps7/Sirt1/Ddx5/Flcn/Ivns1abp/Tmbim6/Pink1/Nme5	83
GO:0070507	regulation of microtubule cytoskeleton organization	62/3787	201/23328	1.77654619602748e-07	7.81587410338601e-06	5.45381620523786e-06	Togaram2/Snca/Dst/Cdh5/Dync1li1/Map2/Mapre1/Clasp2/Kat2b/Specc1l/Rock2/Camsap2/Mapk8/Tpr/Gda/Azin1/Mid1/Ccp110/Pafah1b1/Map6/Cyld/Cdkn1b/Chmp4c/Nin/Chmp3/Mark2/Nup62/Hsph1/Chmp5/Stmn4/Eml2/Dixdc1/Cep85/Slain2/Chmp4b/Plk2/Nek2/Stmn1/Dync1h1/Map1s/Mapt/Gsk3b/Katnb1/Eml4/Abl1/Tbcd/Dyrk1a/Rhoa/Hnrnpu/Poc1a/Ttbk2/Alms1/Dctn1/Clasp1/Map1b/Mapre2/Tmem67/Kif11/Pkd1/Ska2/Cep120/Plk1	62
GO:0051098	regulation of binding	103/3787	390/23328	1.7800650114318e-07	7.81587410338601e-06	5.45381620523786e-06	App/Lgals9/Jun/Nfib/Anxa2/H1f0/Dnajb2/Flot1/Smo/Cdon/Map2/Ctsz/Mbd2/Mapre1/Zfp90/Parp1/Kat2b/Add2/Arhgef7/Jak2/Fkbp1a/Eif2ak3/Mapk8/Nsd1/Eif3c/Cln5/Lfng/Zfp462/Cblb/Eif2s1/Cdk5/Cyld/Disc1/Crtac1/Hspa4/Ticam1/Mad2l2/Rara/Ercc2/Mark2/Sppl3/Hdac2/Csnk1a1/Calm1/Ripk2/Epb41/Dtnbp1/Pex14/Hmbox1/Dtx3l/Arrb1/Wfikkn1/Cdkn1a/Ddit3/Plk2/Nek2/Nucks1/Ubash3b/Ufl1/Eif3d/Hopx/Med25/Stmn1/Tnks/Wapl/Rest/Hdac4/Gsk3b/Pou4f2/Pin1/Gtpbp4/Map1lc3b/Abl1/Smad2/Dhx9/Blm/Aktip/Sirt2/Add1/Rapgef2/Hnrnpl/Ttbk2/Eif3e/Ddx11/Hipk3/Rack1/Aplp2/Adnp/Men1/Ccpg1/Senp2/Sumo3/Sin3a/Nipbl/Ctbp2/Sirt1/Pkd1/Gpsm1/Tmbim6/Egf/Tex14/Plk1/Eno1	103
GO:1905897	regulation of response to endoplasmic reticulum stress	34/3787	86/23328	1.89984151797259e-07	8.28304143504812e-06	5.77979954763493e-06	App/Creb3l1/Clu/Ubxn1/Dnajc3/Pdia6/Svip/Eif2ak3/Derl2/Ppp1r15b/Wfs1/Os9/Bag6/Usp13/Cops5/Usp14/Ufl1/Serinc3/Ubac2/Atf6/Atf6b/Tmem259/Spop/Bfar/Bcl2l1/Ern1/Ube2j1/Ptpn1/Grina/Pik3r1/Tmem67/Sirt1/Erlec1/Tmbim6	34
GO:0044782	cilium organization	93/3787	343/23328	1.9221596638214e-07	8.32174159350929e-06	5.80680401937654e-06	Kif19a/Tmem237/Tbc1d30/Ccdc63/Gorab/Rfx3/Map4/Wdr19/Mapre1/Wdr11/Ift22/Ttc30b/Bbs7/Ift27/Asap1/Ccp110/Ttll1/Bbs10/Ocrl/Arhgap35/Ttc8/Tmem80/Cyld/Disc1/Cep162/Dnaic2/Tbc1d7/Pcm1/Ablim1/Sdccag8/Armc2/Fam161b/Tekt1/Cep78/Cfap54/Dynll2/Ehd4/Nectin2/2700049A03Rik/Ulk4/Rab8a/Tsga10ip/Hspb11/Drc1/Txndc15/Lrrc49/B9d1/Tpgs1/Ptpn23/Cep290/Htt/Tmem107/Bbs4/Poc1a/Ttc17/Ttll5/Hyls1/Ttbk2/Dnah8/Alms1/Dnm2/Ssx2ip/Dctn1/Tapt1/Ift122/Ccdc28b/Arl6/Ift140/Pcdh15/Cep350/Tbc1d32/Rttn/Tchp/Tmem67/Dynll1/Cfap20/Tmem17/Ift74/C2cd3/Mak/Cep120/Bbs2/Ift43/Ttc21b/Armc9/Lca5/Cc2d2a/Arl13b/Ccdc151/Eno4/Tub/Spef2/Nme5	93
GO:0048284	organelle fusion	47/3787	138/23328	2.1812190816003e-07	9.37772731540797e-06	6.54365724480091e-06	Snca/Cplx3/Stx6/Doc2b/Anxa2/Trim9/Syt9/Vamp1/Bet1/Cyp26c1/Ankfy1/Cplx2/Vamp4/Stx8/Anxa1/Tbc1d4/Chmp3/Bnip1/Akt2/Rab7/Dnm1l/Chmp5/Stx5a/Eno3/Eea1/Miga2/Snap25/Vps8/Syt7/Sec22b/Rab8a/Vcpip1/C2cd5/Chchd3/Stoml2/Tgfbrap1/Rab3a/Syt1/Tfrc/Stxbp1/Uvrag/Syt2/Stx3/Vps18/Ankrd27/Eno4/Eno1	47
GO:0060537	muscle tissue development	119/3787	470/23328	2.41722473609359e-07	1.02500262610654e-05	7.15233620542762e-06	Myh11/Gli1/Nr2f2/Ankrd2/Nln/Dll1/Boc/Rarb/Fzd7/Cflar/Btg2/Foxn2/Skil/Flot1/Smo/Zfand5/Sorbs2/Cdon/Gsk3a/Meis1/Kdm6b/Tiparp/Pi16/Selenon/Pdlim5/Heg1/Rcan1/Fkbp1a/Smad1/Ddx39b/Tenm4/Acvr1/Lrp2/Cfl2/Cdk1/Map2k4/Srf/Gpcpd1/Hdac9/Alpk2/Ttn/Cdk5/Pim1/Ppp1r13l/Jarid2/Ncam1/Sav1/Rara/Arid1a/Hdac2/Chd7/Sox9/Arid2/Mef2a/Creb1/Ndufv2/Ifrd1/Frs2/Camk2d/Stra6/Myh10/Mbnl1/Med1/Bcl9l/Hlf/Egln1/Cited2/Ppargc1a/Arntl/Tomm70a/Uqcc2/Acadm/Yy1/Hdac4/Actc1/Ryr2/Chrna1/Ube4b/Gsk3b/Cxadr/Pin1/Cenpf/Akap13/Rxra/Pten/Maml1/Nr1d2/Slc9a1/Usp2/Lemd3/Fgf9/Nf1/Lrp6/Parp2/Adrb1/Mtor/Lemd2/Rhoa/Hnrnpu/Zbtb18/Akirin1/Sirt2/Luc7l/Mef2d/Sik1/Edn1/Dlg1/Fdps/Dmd/Akap6/Vegfa/Rps6kb1/Sirt1/Ddx5/Flcn/G6pdx/Hmgcr/Bmpr1a/Col19a1	119
