label	seqnames	start	end	width	strand
e80a_olap_53	chr1	36709941	36710341	401	*
e80a_olap_54	chr1	37218918	37219318	401	*
e80a_olap_55	chr1	37541629	37542029	401	*
e80a_olap_56	chr1	37997113	37997513	401	*
e80a_olap_57	chr1	38562189	38562589	401	*
e80a_olap_58	chr1	38584306	38584706	401	*
e80a_olap_59	chr1	38596114	38596514	401	*
e80a_olap_60	chr1	39431766	39432166	401	*
e80a_olap_61	chr1	39433895	39434295	401	*
e80a_olap_62	chr1	39446186	39446586	401	*
e80a_olap_63	chr1	39449852	39450252	401	*
e80a_olap_64	chr1	39451998	39452398	401	*
e80a_olap_65	chr1	39474088	39474488	401	*
e80a_olap_66	chr1	39476904	39477304	401	*
e80a_olap_67	chr1	39931989	39932389	401	*
e80a_olap_68	chr1	39963837	39964237	401	*
e80a_olap_69	chr1	43095105	43095505	401	*
e80a_olap_70	chr1	43098077	43098477	401	*
e80a_olap_71	chr1	45795211	45795611	401	*
e80a_olap_72	chr1	45822025	45822425	401	*
e80a_olap_73	chr1	46153031	46153431	401	*
e80a_olap_74	chr1	46166660	46167060	401	*
e80a_olap_75	chr1	51478277	51478677	401	*
e80a_olap_76	chr1	51628106	51628506	401	*
e80a_olap_77	chr1	52150020	52150420	401	*
e80a_olap_78	chr1	52231862	52232262	401	*
e80a_olap_79	chr1	52330545	52330945	401	*
e80a_olap_80	chr1	52435735	52436135	401	*
e80a_olap_81	chr1	52634241	52634641	401	*
e80a_olap_82	chr1	52726159	52726559	401	*
e80a_olap_83	chr1	53778483	53778883	401	*
e80a_olap_84	chr1	54859860	54860260	401	*
e80a_olap_85	chr1	55052525	55052925	401	*
e80a_olap_86	chr1	55501154	55501554	401	*
e80a_olap_87	chr1	55700801	55701201	401	*
e80a_olap_88	chr1	55888639	55889039	401	*
e80a_olap_89	chr1	56973276	56973676	401	*
e80a_olap_90	chr1	58203838	58204238	401	*
e80a_olap_91	chr1	58394577	58394977	401	*
e80a_olap_92	chr1	58586214	58586614	401	*
e80a_olap_93	chr1	58600448	58600848	401	*
e80a_olap_94	chr1	58602471	58602871	401	*
e80a_olap_95	chr1	58621196	58621596	401	*
e80a_olap_96	chr1	58713781	58714181	401	*
e80a_olap_97	chr1	58723048	58723448	401	*
e80a_olap_98	chr1	58880791	58881191	401	*
e80a_olap_99	chr1	58961490	58961890	401	*
e80a_olap_100	chr1	58969959	58970359	401	*
e80a_olap_101	chr1	58972865	58973265	401	*
e80a_olap_102	chr1	59117452	59117852	401	*
e80a_olap_103	chr1	59161469	59161869	401	*
e80a_olap_104	chr1	59163483	59163883	401	*
e80a_olap_105	chr1	59425196	59425596	401	*
e80a_olap_106	chr1	59684705	59685105	401	*
e80a_olap_107	chr1	60097816	60098216	401	*
e80a_olap_108	chr1	60100099	60100499	401	*
e80a_olap_109	chr1	60129948	60130348	401	*
e80a_olap_110	chr1	60273851	60274251	401	*
e80a_olap_111	chr1	60569724	60570124	401	*
e80a_olap_112	chr1	61140183	61140583	401	*
e80a_olap_113	chr1	61229116	61229516	401	*
e80a_olap_114	chr1	61265804	61266204	401	*
e80a_olap_115	chr1	61331930	61332330	401	*
e80a_olap_116	chr1	62984663	62985063	401	*
e80a_olap_117	chr1	63088868	63089268	401	*
e80a_olap_118	chr1	63294031	63294431	401	*
e80a_olap_119	chr1	64078805	64079205	401	*
e80a_olap_120	chr1	64298825	64299225	401	*
e80a_olap_121	chr1	64547391	64547791	401	*
e80a_olap_122	chr1	64568115	64568515	401	*
e80a_olap_123	chr1	64570621	64571021	401	*
e80a_olap_124	chr1	64690472	64690872	401	*
e80a_olap_125	chr1	64804178	64804578	401	*
e80a_olap_126	chr1	65035354	65035754	401	*
e80a_olap_127	chr1	65111261	65111661	401	*
e80a_olap_128	chr1	65178761	65179161	401	*
e80a_olap_129	chr1	65179918	65180318	401	*
e80a_olap_130	chr1	65186296	65186696	401	*
e80a_olap_131	chr1	66115350	66115750	401	*
e80a_olap_132	chr1	66321486	66321886	401	*
e80a_olap_133	chr1	66339695	66340095	401	*
e80a_olap_134	chr1	66364370	66364770	401	*
e80a_olap_135	chr1	66633463	66633863	401	*
e80a_olap_136	chr1	66686387	66686787	401	*
e80a_olap_137	chr1	66782409	66782809	401	*
e80a_olap_138	chr1	69296796	69297196	401	*
e80a_olap_139	chr1	69686884	69687284	401	*
e80a_olap_140	chr1	71641458	71641858	401	*
e80a_olap_141	chr1	71945662	71946062	401	*
e80a_olap_142	chr1	72136099	72136499	401	*
e80a_olap_143	chr1	72182521	72182921	401	*
e80a_olap_144	chr1	72391579	72391979	401	*
e80a_olap_145	chr1	72583008	72583408	401	*
e80a_olap_146	chr1	72748529	72748929	401	*
e80a_olap_147	chr1	72764275	72764675	401	*
e80a_olap_148	chr1	73169406	73169806	401	*
e80a_olap_149	chr1	73826185	73826585	401	*
e80a_olap_150	chr1	74284660	74285060	401	*
e80a_olap_151	chr1	74295404	74295804	401	*
e80a_olap_152	chr1	74386842	74387242	401	*
e80a_olap_153	chr1	74437711	74438111	401	*
e80a_olap_154	chr1	74587996	74588396	401	*
e80a_olap_155	chr1	74706059	74706459	401	*
e80a_olap_156	chr1	74773060	74773460	401	*
e80a_olap_157	chr1	74816776	74817176	401	*
e80a_olap_158	chr1	74848625	74849025	401	*
e80a_olap_159	chr1	74850986	74851386	401	*
e80a_olap_160	chr1	74858889	74859289	401	*
e80a_olap_161	chr1	74875365	74875765	401	*
e80a_olap_162	chr1	75239821	75240221	401	*
e80a_olap_163	chr1	75317622	75318022	401	*
e80a_olap_164	chr1	75405543	75405943	401	*
e80a_olap_165	chr1	75463760	75464160	401	*
e80a_olap_166	chr1	75521259	75521659	401	*
e80a_olap_167	chr1	75909359	75909759	401	*
e80a_olap_168	chr1	76104318	76104718	401	*
e80a_olap_169	chr1	76118812	76119212	401	*
e80a_olap_170	chr1	76166507	76166907	401	*
e80a_olap_171	chr1	76849409	76849809	401	*
e80a_olap_172	chr1	77082898	77083298	401	*
e80a_olap_173	chr1	77101881	77102281	401	*
e80a_olap_174	chr1	77456693	77457093	401	*
e80a_olap_175	chr1	77660462	77660862	401	*
e80a_olap_176	chr1	77673357	77673757	401	*
e80a_olap_177	chr1	78284061	78284461	401	*
e80a_olap_178	chr1	78488926	78489326	401	*
e80a_olap_179	chr1	78567427	78567827	401	*
e80a_olap_180	chr1	78655575	78655975	401	*
e80a_olap_181	chr1	80208782	80209182	401	*
e80a_olap_182	chr1	80256670	80257070	401	*
e80a_olap_183	chr1	80413695	80414095	401	*
e80a_olap_184	chr1	80424651	80425051	401	*
e80a_olap_185	chr1	80427504	80427904	401	*
e80a_olap_186	chr1	81163664	81164064	401	*
e80a_olap_187	chr1	82066204	82066604	401	*
e80a_olap_188	chr1	82191650	82192050	401	*
e80a_olap_189	chr1	82746448	82746848	401	*
e80a_olap_190	chr1	83347972	83348372	401	*
e80a_olap_191	chr1	83397524	83397924	401	*
e80a_olap_192	chr1	83662109	83662509	401	*
e80a_olap_193	chr1	84416083	84416483	401	*
e80a_olap_194	chr1	84549729	84550129	401	*
e80a_olap_195	chr1	84840022	84840422	401	*
e80a_olap_196	chr1	84849948	84850348	401	*
e80a_olap_197	chr1	86070087	86070487	401	*
e80a_olap_198	chr1	86141087	86141487	401	*
e80a_olap_199	chr1	86156596	86156996	401	*
e80a_olap_200	chr1	86359277	86359677	401	*
e80a_olap_201	chr1	86487312	86487712	401	*
e80a_olap_202	chr1	86525197	86525597	401	*
e80a_olap_203	chr1	86526350	86526750	401	*
e80a_olap_204	chr1	86535695	86536095	401	*
e80a_olap_205	chr1	86551832	86552232	401	*
e80a_olap_206	chr1	86576742	86577142	401	*
e80a_olap_207	chr1	87574283	87574683	401	*
e80a_olap_208	chr1	87583074	87583474	401	*
e80a_olap_209	chr1	87585896	87586296	401	*
e80a_olap_210	chr1	87710875	87711275	401	*
e80a_olap_211	chr1	88968976	88969376	401	*
e80a_olap_212	chr1	89069878	89070278	401	*
e80a_olap_213	chr1	89332336	89332736	401	*
e80a_olap_214	chr1	89464939	89465339	401	*
e80a_olap_215	chr1	89504144	89504544	401	*
e80a_olap_216	chr1	89576625	89577025	401	*
e80a_olap_217	chr1	89750943	89751343	401	*
e80a_olap_218	chr1	89885709	89886109	401	*
e80a_olap_219	chr1	89893325	89893725	401	*
e80a_olap_220	chr1	89898330	89898730	401	*
e80a_olap_221	chr1	89918217	89918617	401	*
e80a_olap_222	chr1	90353161	90353561	401	*
e80a_olap_223	chr1	90733916	90734316	401	*
e80a_olap_224	chr1	91404337	91404737	401	*
e80a_olap_225	chr1	91540326	91540726	401	*
e80a_olap_226	chr1	92180355	92180755	401	*
e80a_olap_227	chr1	92641877	92642277	401	*
e80a_olap_228	chr1	92906490	92906890	401	*
e80a_olap_229	chr1	93300220	93300620	401	*
e80a_olap_230	chr1	93333673	93334073	401	*
e80a_olap_231	chr1	93478290	93478690	401	*
e80a_olap_232	chr1	93523031	93523431	401	*
e80a_olap_233	chr1	93620844	93621244	401	*
e80a_olap_234	chr1	93634615	93635015	401	*
e80a_olap_235	chr1	93635598	93635998	401	*
e80a_olap_236	chr1	93669951	93670351	401	*
e80a_olap_237	chr1	93731831	93732231	401	*
e80a_olap_238	chr1	93760153	93760553	401	*
e80a_olap_239	chr1	97638194	97638594	401	*
e80a_olap_240	chr1	97644428	97644828	401	*
e80a_olap_241	chr1	104763353	104763753	401	*
e80a_olap_242	chr1	104956989	104957389	401	*
e80a_olap_243	chr1	106008148	106008548	401	*
e80a_olap_244	chr1	106663378	106663778	401	*
e80a_olap_245	chr1	106696416	106696816	401	*
e80a_olap_246	chr1	106745089	106745489	401	*
e80a_olap_247	chr1	106774820	106775220	401	*
e80a_olap_248	chr1	118389149	118389549	401	*
e80a_olap_249	chr1	118459029	118459429	401	*
e80a_olap_250	chr1	118482437	118482837	401	*
e80a_olap_251	chr1	119621476	119621876	401	*
e80a_olap_252	chr1	119646333	119646733	401	*
e80a_olap_253	chr1	119648843	119649243	401	*
e80a_olap_254	chr1	119761493	119761893	401	*
e80a_olap_255	chr1	119837486	119837886	401	*
e80a_olap_256	chr1	120961847	120962247	401	*
e80a_olap_257	chr1	125100590	125100990	401	*
e80a_olap_258	chr1	125337369	125337769	401	*
e80a_olap_259	chr1	126155770	126156170	401	*
e80a_olap_260	chr1	126431021	126431421	401	*
e80a_olap_261	chr1	126677849	126678249	401	*
e80a_olap_262	chr1	126681708	126682108	401	*
e80a_olap_263	chr1	126765340	126765740	401	*
e80a_olap_264	chr1	127854213	127854613	401	*
e80a_olap_265	chr1	128102619	128103019	401	*
e80a_olap_266	chr1	128160204	128160604	401	*
e80a_olap_267	chr1	128243940	128244340	401	*
e80a_olap_268	chr1	128621917	128622317	401	*
e80a_olap_269	chr1	128907687	128908087	401	*
e80a_olap_270	chr1	128990704	128991104	401	*
e80a_olap_271	chr1	129779364	129779764	401	*
e80a_olap_272	chr1	130701916	130702316	401	*
e80a_olap_273	chr1	130712302	130712702	401	*
e80a_olap_274	chr1	130715751	130716151	401	*
e80a_olap_275	chr1	130798725	130799125	401	*
e80a_olap_276	chr1	131031489	131031889	401	*
e80a_olap_277	chr1	131078687	131079087	401	*
e80a_olap_278	chr1	131115923	131116323	401	*
e80a_olap_279	chr1	131185252	131185652	401	*
e80a_olap_280	chr1	131417766	131418166	401	*
e80a_olap_281	chr1	131527526	131527926	401	*
e80a_olap_282	chr1	131910181	131910581	401	*
e80a_olap_283	chr1	132009010	132009410	401	*
e80a_olap_284	chr1	132292774	132293174	401	*
e80a_olap_285	chr1	132302109	132302509	401	*
e80a_olap_286	chr1	132366907	132367307	401	*
e80a_olap_287	chr1	132414008	132414408	401	*
e80a_olap_288	chr1	132477104	132477504	401	*
e80a_olap_289	chr1	132581952	132582352	401	*
e80a_olap_290	chr1	132601028	132601428	401	*
e80a_olap_291	chr1	132721272	132721672	401	*
e80a_olap_292	chr1	132876550	132876950	401	*
e80a_olap_293	chr1	133042525	133042925	401	*
e80a_olap_294	chr1	133181072	133181472	401	*
e80a_olap_295	chr1	133238851	133239251	401	*
e80a_olap_296	chr1	133616964	133617364	401	*
e80a_olap_297	chr1	133648028	133648428	401	*
e80a_olap_298	chr1	133661223	133661623	401	*
e80a_olap_299	chr1	133715516	133715916	401	*
e80a_olap_300	chr1	134060887	134061287	401	*
e80a_olap_301	chr1	134062636	134063036	401	*
e80a_olap_302	chr1	134063495	134063895	401	*
e80a_olap_303	chr1	134066889	134067289	401	*
e80a_olap_304	chr1	134086851	134087251	401	*
e80a_olap_305	chr1	134167498	134167898	401	*
e80a_olap_306	chr1	134413170	134413570	401	*
e80a_olap_307	chr1	134420950	134421350	401	*
e80a_olap_308	chr1	134503008	134503408	401	*
e80a_olap_309	chr1	134558481	134558881	401	*
e80a_olap_310	chr1	134567510	134567910	401	*
e80a_olap_311	chr1	134777980	134778380	401	*
e80a_olap_312	chr1	134796449	134796849	401	*
e80a_olap_313	chr1	134799825	134800225	401	*
e80a_olap_314	chr1	134860502	134860902	401	*
e80a_olap_315	chr1	134865473	134865873	401	*
e80a_olap_316	chr1	134955926	134956326	401	*
e80a_olap_317	chr1	135076051	135076451	401	*
e80a_olap_318	chr1	135106001	135106401	401	*
e80a_olap_319	chr1	135210264	135210664	401	*
e80a_olap_320	chr1	135330574	135330974	401	*
e80a_olap_321	chr1	135373230	135373630	401	*
e80a_olap_322	chr1	135524424	135524824	401	*
e80a_olap_323	chr1	135615703	135616103	401	*
e80a_olap_324	chr1	135627750	135628150	401	*
e80a_olap_325	chr1	136007156	136007556	401	*
e80a_olap_326	chr1	136017661	136018061	401	*
e80a_olap_327	chr1	136032925	136033325	401	*
e80a_olap_328	chr1	136128978	136129378	401	*
e80a_olap_329	chr1	136132707	136133107	401	*
e80a_olap_330	chr1	136140183	136140583	401	*
e80a_olap_331	chr1	136193564	136193964	401	*
e80a_olap_332	chr1	136279300	136279700	401	*
e80a_olap_333	chr1	136354655	136355055	401	*
e80a_olap_334	chr1	136417513	136417913	401	*
e80a_olap_335	chr1	136463429	136463829	401	*
e80a_olap_336	chr1	136524845	136525245	401	*
e80a_olap_337	chr1	136563135	136563535	401	*
e80a_olap_338	chr1	137225516	137225916	401	*
e80a_olap_339	chr1	137657231	137657631	401	*
e80a_olap_340	chr1	137926325	137926725	401	*
e80a_olap_341	chr1	137972903	137973303	401	*
e80a_olap_342	chr1	138593978	138594378	401	*
e80a_olap_343	chr1	138622426	138622826	401	*
e80a_olap_344	chr1	139079456	139079856	401	*
e80a_olap_345	chr1	139254649	139255049	401	*
e80a_olap_346	chr1	139255558	139255958	401	*
e80a_olap_347	chr1	143739164	143739564	401	*
e80a_olap_348	chr1	149896560	149896960	401	*
e80a_olap_349	chr1	150312767	150313167	401	*
e80a_olap_350	chr1	150314399	150314799	401	*
e80a_olap_351	chr1	150319173	150319573	401	*
e80a_olap_352	chr1	150322187	150322587	401	*
e80a_olap_353	chr1	150392930	150393330	401	*
e80a_olap_354	chr1	150432354	150432754	401	*
e80a_olap_355	chr1	151347140	151347540	401	*
e80a_olap_356	chr1	151357426	151357826	401	*
e80a_olap_357	chr1	151428294	151428694	401	*
e80a_olap_358	chr1	151754971	151755371	401	*
e80a_olap_359	chr1	151919178	151919578	401	*
e80a_olap_360	chr1	152428105	152428505	401	*
e80a_olap_361	chr1	152583024	152583424	401	*
e80a_olap_362	chr1	153043007	153043407	401	*
e80a_olap_363	chr1	153487600	153488000	401	*
e80a_olap_364	chr1	153685394	153685794	401	*
e80a_olap_365	chr1	154574075	154574475	401	*
e80a_olap_366	chr1	155111617	155112017	401	*
e80a_olap_367	chr1	155191501	155191901	401	*
e80a_olap_368	chr1	155201404	155201804	401	*
e80a_olap_369	chr1	155232445	155232845	401	*
e80a_olap_370	chr1	155235651	155236051	401	*
e80a_olap_371	chr1	155236632	155237032	401	*
e80a_olap_372	chr1	155252788	155253188	401	*
e80a_olap_373	chr1	155461823	155462223	401	*
e80a_olap_374	chr1	155468059	155468459	401	*
e80a_olap_375	chr1	155564628	155565028	401	*
e80a_olap_376	chr1	155650519	155650919	401	*
e80a_olap_377	chr1	155680748	155681148	401	*
e80a_olap_378	chr1	155777595	155777995	401	*
e80a_olap_379	chr1	155973511	155973911	401	*
e80a_olap_380	chr1	155989364	155989764	401	*
e80a_olap_381	chr1	156036047	156036447	401	*
e80a_olap_382	chr1	156302771	156303171	401	*
e80a_olap_383	chr1	156834822	156835222	401	*
e80a_olap_384	chr1	157181048	157181448	401	*
e80a_olap_385	chr1	157380815	157381215	401	*
e80a_olap_386	chr1	157449770	157450170	401	*
e80a_olap_387	chr1	157595130	157595530	401	*
e80a_olap_388	chr1	158546495	158546895	401	*
e80a_olap_389	chr1	160194976	160195376	401	*
e80a_olap_390	chr1	160521834	160522234	401	*
e80a_olap_391	chr1	161034864	161035264	401	*
e80a_olap_392	chr1	161070616	161071016	401	*
e80a_olap_393	chr1	161260660	161261060	401	*
e80a_olap_394	chr1	161877003	161877403	401	*
e80a_olap_395	chr1	161885855	161886255	401	*
e80a_olap_396	chr1	161968885	161969285	401	*
e80a_olap_397	chr1	162215961	162216361	401	*
e80a_olap_398	chr1	162554161	162554561	401	*
e80a_olap_399	chr1	163403520	163403920	401	*
e80a_olap_400	chr1	163957019	163957419	401	*
e80a_olap_401	chr1	164238246	164238646	401	*
e80a_olap_402	chr1	164307254	164307654	401	*
e80a_olap_403	chr1	165460892	165461292	401	*
e80a_olap_404	chr1	165935379	165935779	401	*
e80a_olap_405	chr1	165997457	165997857	401	*
e80a_olap_406	chr1	166801084	166801484	401	*
e80a_olap_407	chr1	166843264	166843664	401	*
e80a_olap_408	chr1	167008631	167009031	401	*
e80a_olap_409	chr1	167046502	167046902	401	*
e80a_olap_410	chr1	167298170	167298570	401	*
e80a_olap_411	chr1	167350001	167350401	401	*
e80a_olap_412	chr1	167385694	167386094	401	*
e80a_olap_413	chr1	167389811	167390211	401	*
e80a_olap_414	chr1	167438227	167438627	401	*
e80a_olap_415	chr1	168323421	168323821	401	*
e80a_olap_416	chr1	168350699	168351099	401	*
e80a_olap_417	chr1	170175735	170176135	401	*
e80a_olap_418	chr1	170210627	170211027	401	*
e80a_olap_419	chr1	170211634	170212034	401	*
e80a_olap_420	chr1	170214231	170214631	401	*
e80a_olap_421	chr1	170248656	170249056	401	*
e80a_olap_422	chr1	170343035	170343435	401	*
e80a_olap_423	chr1	170380626	170381026	401	*
e80a_olap_424	chr1	170477626	170478026	401	*
e80a_olap_425	chr1	170867668	170868068	401	*
e80a_olap_426	chr1	171129201	171129601	401	*
e80a_olap_427	chr1	171200979	171201379	401	*
e80a_olap_428	chr1	171222449	171222849	401	*
e80a_olap_429	chr1	171232714	171233114	401	*
e80a_olap_430	chr1	171235831	171236231	401	*
e80a_olap_431	chr1	171237437	171237837	401	*
e80a_olap_432	chr1	171247035	171247435	401	*
e80a_olap_433	chr1	171329023	171329423	401	*
e80a_olap_434	chr1	171411017	171411417	401	*
e80a_olap_435	chr1	171419517	171419917	401	*
e80a_olap_436	chr1	172202568	172202968	401	*
e80a_olap_437	chr1	172204423	172204823	401	*
e80a_olap_438	chr1	172216880	172217280	401	*
e80a_olap_439	chr1	172683569	172683969	401	*
e80a_olap_440	chr1	173295660	173296060	401	*
e80a_olap_441	chr1	173359675	173360075	401	*
e80a_olap_442	chr1	173369472	173369872	401	*
e80a_olap_443	chr1	174994932	174995332	401	*
e80a_olap_444	chr1	175272957	175273357	401	*
e80a_olap_445	chr1	175692752	175693152	401	*
e80a_olap_446	chr1	175988209	175988609	401	*
e80a_olap_447	chr1	176043057	176043457	401	*
e80a_olap_448	chr1	176085954	176086354	401	*
e80a_olap_449	chr1	176118532	176118932	401	*
e80a_olap_450	chr1	176814531	176814931	401	*
e80a_olap_451	chr1	176870488	176870888	401	*
e80a_olap_452	chr1	176981533	176981933	401	*
e80a_olap_453	chr1	177299516	177299916	401	*
e80a_olap_454	chr1	177322819	177323219	401	*
e80a_olap_455	chr1	177445453	177445853	401	*
e80a_olap_456	chr1	177693737	177694137	401	*
e80a_olap_457	chr1	177983012	177983412	401	*
e80a_olap_458	chr1	178187205	178187605	401	*
e80a_olap_459	chr1	178334406	178334806	401	*
e80a_olap_460	chr1	178369373	178369773	401	*
e80a_olap_461	chr1	178401770	178402170	401	*
e80a_olap_462	chr1	178824864	178825264	401	*
e80a_olap_463	chr1	179604468	179604868	401	*
e80a_olap_464	chr1	179612551	179612951	401	*
e80a_olap_465	chr1	179803732	179804132	401	*
e80a_olap_466	chr1	180195904	180196304	401	*
e80a_olap_467	chr1	180329327	180329727	401	*
e80a_olap_468	chr1	180388184	180388584	401	*
e80a_olap_469	chr1	180520687	180521087	401	*
e80a_olap_470	chr1	180604555	180604955	401	*
e80a_olap_471	chr1	180815667	180816067	401	*
e80a_olap_472	chr1	180841893	180842293	401	*
e80a_olap_473	chr1	180850489	180850889	401	*
e80a_olap_474	chr1	180863615	180864015	401	*
e80a_olap_475	chr1	181985884	181986284	401	*
e80a_olap_476	chr1	181987243	181987643	401	*
e80a_olap_477	chr1	182413667	182414067	401	*
e80a_olap_478	chr1	183149582	183149982	401	*
e80a_olap_479	chr1	183271294	183271694	401	*
e80a_olap_480	chr1	183272780	183273180	401	*
e80a_olap_481	chr1	183931673	183932073	401	*
e80a_olap_482	chr1	185336046	185336446	401	*
e80a_olap_483	chr1	186251419	186251819	401	*
e80a_olap_484	chr1	186757144	186757544	401	*
e80a_olap_485	chr1	187436801	187437201	401	*
e80a_olap_486	chr1	187449200	187449600	401	*
e80a_olap_487	chr1	187964810	187965210	401	*
e80a_olap_488	chr1	187997633	187998033	401	*
e80a_olap_489	chr1	188030072	188030472	401	*
e80a_olap_490	chr1	188105242	188105642	401	*
e80a_olap_491	chr1	188164151	188164551	401	*
e80a_olap_492	chr1	188262224	188262624	401	*
e80a_olap_493	chr1	189628957	189629357	401	*
e80a_olap_494	chr1	189688064	189688464	401	*
e80a_olap_495	chr1	189719286	189719686	401	*
e80a_olap_496	chr1	189767405	189767805	401	*
e80a_olap_497	chr1	190270809	190271209	401	*
e80a_olap_498	chr1	190452438	190452838	401	*
e80a_olap_499	chr1	190563018	190563418	401	*
e80a_olap_500	chr1	190749528	190749928	401	*
e80a_olap_501	chr1	191035541	191035941	401	*
e80a_olap_502	chr1	191068825	191069225	401	*
e80a_olap_503	chr1	191575444	191575844	401	*
e80a_olap_504	chr1	191726259	191726659	401	*
e80a_olap_505	chr1	191777566	191777966	401	*
e80a_olap_506	chr1	191814770	191815170	401	*
e80a_olap_507	chr1	191821147	191821547	401	*
e80a_olap_508	chr1	191977136	191977536	401	*
e80a_olap_509	chr1	191978348	191978748	401	*
e80a_olap_510	chr1	191981505	191981905	401	*
e80a_olap_511	chr1	192277741	192278141	401	*
e80a_olap_512	chr1	192444741	192445141	401	*
e80a_olap_513	chr1	192448541	192448941	401	*
e80a_olap_514	chr1	192607655	192608055	401	*
e80a_olap_515	chr1	193173286	193173686	401	*
e80a_olap_516	chr1	193186965	193187365	401	*
e80a_olap_517	chr1	193370098	193370498	401	*
e80a_olap_518	chr1	194158575	194158975	401	*
e80a_olap_519	chr1	194619456	194619856	401	*
e80a_olap_520	chr1	194700462	194700862	401	*
e80a_olap_521	chr2	3365193	3365593	401	*
e80a_olap_522	chr2	3418932	3419332	401	*
e80a_olap_523	chr2	3468589	3468989	401	*
e80a_olap_524	chr2	3489764	3490164	401	*
e80a_olap_525	chr2	3512770	3513170	401	*
e80a_olap_526	chr2	3658853	3659253	401	*
e80a_olap_527	chr2	3663800	3664200	401	*
e80a_olap_528	chr2	3717407	3717807	401	*
e80a_olap_529	chr2	4071837	4072237	401	*
e80a_olap_530	chr2	4084037	4084437	401	*
e80a_olap_531	chr2	4739994	4740394	401	*
e80a_olap_532	chr2	4901552	4901952	401	*
e80a_olap_533	chr2	5059904	5060304	401	*
e80a_olap_534	chr2	5083698	5084098	401	*
e80a_olap_535	chr2	5605521	5605921	401	*
e80a_olap_536	chr2	5614390	5614790	401	*
e80a_olap_537	chr2	5708309	5708709	401	*
e80a_olap_538	chr2	5746322	5746722	401	*
e80a_olap_539	chr2	5844911	5845311	401	*
e80a_olap_540	chr2	5985761	5986161	401	*
e80a_olap_541	chr2	6146197	6146597	401	*
e80a_olap_542	chr2	6325361	6325761	401	*
e80a_olap_543	chr2	6352998	6353398	401	*
e80a_olap_544	chr2	6379579	6379979	401	*
e80a_olap_545	chr2	6820713	6821113	401	*
e80a_olap_546	chr2	6873503	6873903	401	*
e80a_olap_547	chr2	6874251	6874651	401	*
e80a_olap_548	chr2	6883809	6884209	401	*
e80a_olap_549	chr2	7042372	7042772	401	*
e80a_olap_550	chr2	11399408	11399808	401	*
e80a_olap_551	chr2	12862599	12862999	401	*
e80a_olap_552	chr2	13000039	13000439	401	*
e80a_olap_553	chr2	13018353	13018753	401	*
e80a_olap_554	chr2	13120457	13120857	401	*
e80a_olap_555	chr2	13175481	13175881	401	*
e80a_olap_556	chr2	13243600	13244000	401	*
e80a_olap_557	chr2	13509552	13509952	401	*
e80a_olap_558	chr2	14076383	14076783	401	*
